<NUMBER OF NODES> 	10538
<NUMBER OF LINKS> 	28178
<END OF METADATA>		


~ 	Tail 	Head 	: 	Volume 	Cost 	; 
	3601 	7452 	: 	1144.93 	13.4431 	; 
	3602 	3603 	: 	2203.3 	0.869588 	; 
	3602 	7334 	: 	1146.87 	9.56107 	; 
	3603 	3602 	: 	1146.87 	0.868688 	; 
	3603 	7098 	: 	2203.3 	7.36035 	; 
	3604 	423 	: 	1329.28 	3.06008 	; 
	3604 	425 	: 	0 	inf 	; 
	3605 	4542 	: 	595.933 	1.4213 	; 
	3605 	8094 	: 	2045.17 	7.45784 	; 
	3606 	3607 	: 	199.4 	9.18878 	; 
	3606 	7476 	: 	194 	31.0573 	; 
	3607 	3606 	: 	132.267 	9.18877 	; 
	3607 	9088 	: 	199.4 	0.347322 	; 
	3608 	2008 	: 	0 	inf 	; 
	3608 	2877 	: 	29 	24.7015 	; 
	3609 	3241 	: 	1101.56 	2.30839 	; 
	3609 	7097 	: 	2260.3 	34.8466 	; 
	3610 	4628 	: 	0 	inf 	; 
	3610 	4632 	: 	4022.15 	3.48033 	; 
	3611 	4649 	: 	3621 	4.20194 	; 
	3611 	4650 	: 	2252.56 	1.31026 	; 
	3611 	8548 	: 	0 	inf 	; 
	3612 	3613 	: 	352.333 	3.36693 	; 
	3612 	6934 	: 	381.2 	46.6134 	; 
	3613 	3612 	: 	381.2 	3.36694 	; 
	3613 	6935 	: 	352.333 	5.07125 	; 
	3614 	6082 	: 	0 	36.4671 	; 
	3614 	7152 	: 	197.6 	4.12425 	; 
	3615 	892 	: 	113 	0.427335 	; 
	3615 	893 	: 	97.4 	4.07693 	; 
	3616 	4394 	: 	1579.99 	16.4367 	; 
	3616 	4505 	: 	0 	inf 	; 
	3617 	4866 	: 	555 	24.9979 	; 
	3617 	7276 	: 	487 	8.07762 	; 
	3618 	3998 	: 	469 	8.50488 	; 
	3618 	4053 	: 	219.2 	25.8743 	; 
	3619 	4008 	: 	1221.27 	5.38489 	; 
	3619 	6043 	: 	710.54 	2.0626 	; 
	3620 	4785 	: 	66.6667 	15.5155 	; 
	3620 	5290 	: 	975.267 	1.73599 	; 
	3621 	4785 	: 	0 	inf 	; 
	3621 	4791 	: 	411.033 	4.72151 	; 
	3622 	4296 	: 	2452.61 	9.55349 	; 
	3622 	4503 	: 	377.065 	37.6278 	; 
	3623 	2647 	: 	105.6 	2.78004 	; 
	3623 	7465 	: 	1235.73 	18.9666 	; 
	3624 	4545 	: 	3427 	6.07557 	; 
	3624 	9133 	: 	89.2 	7.32591 	; 
	3625 	1566 	: 	0 	inf 	; 
	3625 	3626 	: 	4186.23 	2.4321 	; 
	3625 	9130 	: 	432.065 	2.32207 	; 
	3626 	3625 	: 	352.6 	2.41514 	; 
	3626 	3810 	: 	4186.23 	0.184196 	; 
	3627 	7773 	: 	3012.67 	0.946476 	; 
	3627 	7888 	: 	502.6 	2.30687 	; 
	3628 	4600 	: 	1144.83 	21.1 	; 
	3628 	4759 	: 	4905.83 	15.7259 	; 
	3628 	9420 	: 	0 	inf 	; 
	3629 	3631 	: 	0 	inf 	; 
	3629 	5963 	: 	1667.58 	27.4737 	; 
	3629 	9623 	: 	0 	inf 	; 
	3630 	4362 	: 	16 	14.3813 	; 
	3630 	4756 	: 	0 	inf 	; 
	3630 	10225 	: 	4501.51 	9.29392 	; 
	3631 	3541 	: 	77.2 	4.06872 	; 
	3631 	3629 	: 	1241.53 	21.9964 	; 
	3631 	6940 	: 	4914.4 	157352 	; 
	3632 	1409 	: 	0 	inf 	; 
	3632 	1413 	: 	0 	inf 	; 
	3632 	1416 	: 	219.802 	20.7074 	; 
	3633 	2108 	: 	0 	4.11808 	; 
	3633 	2681 	: 	0 	0.851341 	; 
	3633 	4030 	: 	0 	13.2474 	; 
	3634 	5194 	: 	6832.66 	6.85138 	; 
	3634 	7717 	: 	0 	inf 	; 
	3634 	7720 	: 	6766.58 	5.56812 	; 
	3635 	162 	: 	1649.74 	15.8232 	; 
	3635 	7772 	: 	1208.76 	5.39805 	; 
	3635 	7805 	: 	0 	inf 	; 
	3636 	3895 	: 	221.933 	18.6055 	; 
	3636 	10096 	: 	527.033 	24.96 	; 
	3636 	10097 	: 	0 	inf 	; 
	3637 	155 	: 	0 	inf 	; 
	3637 	4938 	: 	12002.4 	1.88187 	; 
	3638 	2729 	: 	0 	inf 	; 
	3638 	5837 	: 	6023.11 	10.6367 	; 
	3639 	5947 	: 	354.4 	7.95607 	; 
	3639 	7816 	: 	0 	inf 	; 
	3639 	7933 	: 	0 	inf 	; 
	3640 	3641 	: 	0 	63.6669 	; 
	3641 	3640 	: 	0 	63.6669 	; 
	3641 	3642 	: 	0 	15.6639 	; 
	3641 	7187 	: 	0 	15.6768 	; 
	3642 	3641 	: 	0 	15.6639 	; 
	3642 	3643 	: 	0 	6.3003 	; 
	3642 	3644 	: 	0 	30.3075 	; 
	3643 	3642 	: 	0 	6.3003 	; 
	3644 	3642 	: 	0 	30.3075 	; 
	3645 	3646 	: 	0 	inf 	; 
	3645 	4121 	: 	1973.23 	11.11 	; 
	3645 	7672 	: 	0 	inf 	; 
	3646 	3645 	: 	1470.17 	10.4659 	; 
	3646 	5446 	: 	0 	inf 	; 
	3646 	10295 	: 	0 	inf 	; 
	3647 	6733 	: 	506.933 	101.729 	; 
	3648 	5684 	: 	362.397 	23.1634 	; 
	3648 	10181 	: 	3095.99 	13.7957 	; 
	3648 	10182 	: 	0 	inf 	; 
	3649 	1739 	: 	0 	inf 	; 
	3649 	9222 	: 	0 	inf 	; 
	3649 	10229 	: 	5766.93 	15.7794 	; 
	3650 	2851 	: 	199.6 	10.773 	; 
	3650 	4563 	: 	0 	inf 	; 
	3650 	6529 	: 	4 	19.9028 	; 
	3650 	6755 	: 	0 	19.8583 	; 
	3651 	3652 	: 	6622.73 	9.89569 	; 
	3651 	9563 	: 	0 	inf 	; 
	3652 	3651 	: 	0 	inf 	; 
	3652 	5044 	: 	7259.75 	0.98338 	; 
	3652 	8663 	: 	0 	inf 	; 
	3653 	5044 	: 	0 	inf 	; 
	3653 	10212 	: 	6629.09 	0.767796 	; 
	3654 	10212 	: 	0 	inf 	; 
	3654 	10510 	: 	6629.09 	1.66495 	; 
	3655 	3333 	: 	672.7 	36.9638 	; 
	3655 	4304 	: 	479.933 	2.13207 	; 
	3655 	5089 	: 	0 	4.00073 	; 
	3656 	5261 	: 	10161.2 	2.37847 	; 
	3656 	8271 	: 	0 	inf 	; 
	3657 	2865 	: 	9992.55 	2.19452 	; 
	3657 	8579 	: 	0 	inf 	; 
	3658 	8270 	: 	8224.95 	1.10958 	; 
	3658 	8369 	: 	0 	inf 	; 
	3659 	1117 	: 	2467.07 	0.900813 	; 
	3659 	8113 	: 	0 	inf 	; 
	3660 	3661 	: 	2939.98 	1.13522 	; 
	3660 	4376 	: 	2508.17 	24.4404 	; 
	3661 	3236 	: 	2939.98 	8.76127 	; 
	3661 	3660 	: 	2508.17 	1.13064 	; 
	3662 	1986 	: 	0 	inf 	; 
	3662 	5154 	: 	10506 	5.66804 	; 
	3662 	5597 	: 	0 	inf 	; 
	3663 	1996 	: 	20 	23.8376 	; 
	3663 	7368 	: 	0 	53.9744 	; 
	3663 	7734 	: 	0 	4.65743 	; 
	3663 	8561 	: 	0 	17.8526 	; 
	3664 	833 	: 	0 	5.21587 	; 
	3664 	7301 	: 	44 	17.3546 	; 
	3664 	7799 	: 	0 	6.36604 	; 
	3665 	1656 	: 	0 	8.35702 	; 
	3665 	10361 	: 	0 	12.8926 	; 
	3666 	2241 	: 	0 	inf 	; 
	3666 	3924 	: 	900.333 	1.22915 	; 
	3666 	7285 	: 	1054.99 	3.24678 	; 
	3666 	7633 	: 	0 	inf 	; 
	3667 	4475 	: 	0 	inf 	; 
	3667 	4742 	: 	2679.47 	2.87783 	; 
	3667 	10411 	: 	552.2 	3.05647 	; 
	3668 	758 	: 	378.133 	2.45496 	; 
	3668 	8021 	: 	0 	inf 	; 
	3668 	8049 	: 	1413.66 	4.72342 	; 
	3668 	8052 	: 	0 	inf 	; 
	3669 	838 	: 	5363.39 	30.6324 	; 
	3669 	3972 	: 	0 	inf 	; 
	3669 	7659 	: 	1068.53 	27.9879 	; 
	3670 	5289 	: 	256.2 	1.58774 	; 
	3670 	7745 	: 	444 	10.3977 	; 
	3670 	9741 	: 	0 	inf 	; 
	3671 	3672 	: 	0 	1.48287 	; 
	3671 	6578 	: 	0 	77.7354 	; 
	3671 	7740 	: 	0 	2.00158 	; 
	3672 	895 	: 	26 	17.3039 	; 
	3672 	3671 	: 	0 	inf 	; 
	3672 	7740 	: 	0 	inf 	; 
	3673 	2274 	: 	0 	inf 	; 
	3673 	5572 	: 	414.667 	23.147 	; 
	3673 	10277 	: 	996.433 	12.753 	; 
	3674 	3377 	: 	0 	9.6161 	; 
	3674 	4278 	: 	1092.53 	19.5217 	; 
	3674 	9239 	: 	0 	inf 	; 
	3674 	9242 	: 	1341.27 	1.05138 	; 
	3675 	7198 	: 	0 	inf 	; 
	3675 	7199 	: 	999.733 	7.51875 	; 
	3675 	8308 	: 	0 	inf 	; 
	3676 	316 	: 	0 	inf 	; 
	3676 	793 	: 	81.6 	16.8646 	; 
	3676 	794 	: 	0 	inf 	; 
	3676 	6332 	: 	1141.19 	0.968098 	; 
	3677 	4138 	: 	960.22 	6.71258 	; 
	3677 	4151 	: 	0 	inf 	; 
	3678 	3165 	: 	2790.73 	7.3466 	; 
	3678 	3166 	: 	0 	inf 	; 
	3679 	4751 	: 	1598.3 	25.9113 	; 
	3679 	9172 	: 	666.467 	21.669 	; 
	3679 	9175 	: 	604.2 	23.8989 	; 
	3679 	10365 	: 	0 	81.5505 	; 
	3680 	2677 	: 	144 	1.72627 	; 
	3680 	2678 	: 	208.045 	36.2845 	; 
	3681 	3682 	: 	0 	77.1031 	; 
	3681 	5847 	: 	570.467 	2.51103 	; 
	3681 	5848 	: 	611.022 	6.66691 	; 
	3682 	3681 	: 	0 	77.1031 	; 
	3683 	2678 	: 	202 	10.4474 	; 
	3683 	2679 	: 	0 	54.0376 	; 
	3683 	4420 	: 	0 	9.26923 	; 
	3683 	8361 	: 	0 	48.7567 	; 
	3684 	2679 	: 	21.6 	48.4371 	; 
	3684 	4362 	: 	458.467 	11.8566 	; 
	3684 	8361 	: 	299.673 	40.2183 	; 
	3685 	5233 	: 	799.099 	24.4748 	; 
	3685 	6212 	: 	815.002 	19.6178 	; 
	3685 	6714 	: 	485.321 	16.6621 	; 
	3685 	7067 	: 	1239.77 	14.5396 	; 
	3686 	179 	: 	443.267 	2.35177 	; 
	3686 	5679 	: 	623 	139.668 	; 
	3687 	5760 	: 	0 	2.52749 	; 
	3687 	7540 	: 	0 	11.0791 	; 
	3688 	78 	: 	630.264 	11.1772 	; 
	3688 	3691 	: 	984.389 	0.694766 	; 
	3688 	3696 	: 	0 	inf 	; 
	3688 	7265 	: 	0 	inf 	; 
	3689 	3690 	: 	326.4 	0.387588 	; 
	3689 	3691 	: 	0 	inf 	; 
	3690 	3689 	: 	0 	inf 	; 
	3690 	3692 	: 	0 	inf 	; 
	3690 	3693 	: 	1173.93 	0.722797 	; 
	3690 	5356 	: 	298.6 	104.315 	; 
	3691 	1873 	: 	1137.52 	75.1509 	; 
	3691 	3688 	: 	0 	inf 	; 
	3691 	3689 	: 	326.4 	0.6344 	; 
	3691 	9080 	: 	0 	inf 	; 
	3692 	1873 	: 	706.5 	0.923736 	; 
	3692 	1874 	: 	0 	inf 	; 
	3692 	3690 	: 	1146.13 	74.8756 	; 
	3692 	6653 	: 	510.653 	25.7795 	; 
	3693 	3690 	: 	0 	inf 	; 
	3693 	3695 	: 	996.933 	45.4977 	; 
	3693 	3696 	: 	836.786 	0.243453 	; 
	3693 	6192 	: 	0 	inf 	; 
	3694 	1871 	: 	257.467 	0.723333 	; 
	3694 	1872 	: 	0 	inf 	; 
	3694 	5167 	: 	362.333 	22.6981 	; 
	3694 	9672 	: 	2435.37 	42.0415 	; 
	3695 	3693 	: 	0 	inf 	; 
	3695 	5756 	: 	0 	197.303 	; 
	3695 	6971 	: 	1110.13 	103.576 	; 
	3695 	7265 	: 	385.933 	1.01146 	; 
	3696 	3688 	: 	836.786 	0.657909 	; 
	3696 	3693 	: 	0 	inf 	; 
	3697 	2667 	: 	0 	11.6197 	; 
	3697 	2688 	: 	0 	9.13679 	; 
	3698 	7290 	: 	91 	24.7845 	; 
	3698 	7369 	: 	12 	3.30185 	; 
	3699 	1168 	: 	1520.71 	0.414972 	; 
	3699 	7498 	: 	0 	inf 	; 
	3699 	9726 	: 	0 	inf 	; 
	3700 	167 	: 	123.798 	50.8975 	; 
	3700 	3701 	: 	427.333 	0.552645 	; 
	3700 	8074 	: 	0 	inf 	; 
	3701 	168 	: 	427.333 	3.65539 	; 
	3701 	1165 	: 	246.886 	0.821896 	; 
	3701 	3700 	: 	0 	inf 	; 
	3701 	9729 	: 	0 	inf 	; 
	3702 	7836 	: 	0 	inf 	; 
	3702 	8068 	: 	351 	1.2349 	; 
	3702 	8070 	: 	0 	inf 	; 
	3702 	8082 	: 	464.933 	7.76204 	; 
	3703 	1175 	: 	413.068 	15.6075 	; 
	3703 	3704 	: 	0 	inf 	; 
	3703 	9758 	: 	961.6 	1.38303 	; 
	3703 	10313 	: 	0 	inf 	; 
	3704 	1178 	: 	0 	inf 	; 
	3704 	3703 	: 	839.733 	0.775175 	; 
	3704 	9757 	: 	0 	inf 	; 
	3704 	10313 	: 	107.333 	10.5473 	; 
	3705 	1176 	: 	0 	inf 	; 
	3705 	3706 	: 	746.4 	0.742246 	; 
	3705 	9759 	: 	0 	inf 	; 
	3705 	10314 	: 	390.14 	4.87761 	; 
	3706 	1177 	: 	1170.13 	20.9055 	; 
	3706 	3705 	: 	0 	inf 	; 
	3706 	9756 	: 	320 	2.24574 	; 
	3706 	10314 	: 	0 	inf 	; 
	3707 	8058 	: 	0 	inf 	; 
	3707 	8076 	: 	0 	inf 	; 
	3707 	8079 	: 	2562.38 	2.54764 	; 
	3708 	4374 	: 	3687.57 	852.931 	; 
	3708 	4770 	: 	1829.33 	253.287 	; 
	3709 	38 	: 	0 	inf 	; 
	3709 	10531 	: 	877.2 	3.56116 	; 
	3710 	63 	: 	511.033 	12.1074 	; 
	3710 	10531 	: 	0 	inf 	; 
	3711 	4430 	: 	0 	inf 	; 
	3711 	4432 	: 	66.6667 	17.1832 	; 
	3712 	5239 	: 	1369.57 	5.24604 	; 
	3712 	10239 	: 	0 	inf 	; 
	3712 	10240 	: 	4161.32 	3.20046 	; 
	3713 	3714 	: 	536.4 	3.04682 	; 
	3713 	5513 	: 	0 	inf 	; 
	3714 	3713 	: 	0 	inf 	; 
	3714 	10063 	: 	536.4 	1.34294 	; 
	3715 	3716 	: 	0 	inf 	; 
	3715 	5515 	: 	623.833 	1.51698 	; 
	3716 	3715 	: 	623.833 	3.14248 	; 
	3716 	5517 	: 	0 	inf 	; 
	3717 	7087 	: 	0 	inf 	; 
	3717 	9937 	: 	169.2 	18.8847 	; 
	3718 	3719 	: 	0 	inf 	; 
	3718 	9938 	: 	1603.67 	1.93853 	; 
	3719 	3718 	: 	1603.67 	4.60011 	; 
	3719 	9401 	: 	957.533 	2.70214 	; 
	3719 	10061 	: 	0 	inf 	; 
	3720 	10169 	: 	0 	3.38255 	; 
	3721 	8935 	: 	0 	inf 	; 
	3721 	9930 	: 	28 	17.9361 	; 
	3721 	10062 	: 	1727.27 	23.0726 	; 
	3722 	3912 	: 	164.32 	34.8871 	; 
	3722 	9855 	: 	171.533 	5.14691 	; 
	3722 	9930 	: 	141 	4.37276 	; 
	3723 	1379 	: 	241.5 	49.3965 	; 
	3723 	7870 	: 	379.4 	3.12277 	; 
	3723 	7871 	: 	0 	3.6541 	; 
	3724 	6277 	: 	410.267 	6.12301 	; 
	3724 	9250 	: 	393.8 	0.617807 	; 
	3724 	9251 	: 	0 	inf 	; 
	3725 	6787 	: 	-2.84217e-14 	4.99165 	; 
	3725 	6947 	: 	0 	inf 	; 
	3725 	7806 	: 	533.133 	1.10048 	; 
	3726 	2899 	: 	311.6 	0.387254 	; 
	3726 	4348 	: 	33.6 	1.95419 	; 
	3726 	9870 	: 	505.2 	14.3626 	; 
	3727 	9329 	: 	9517.94 	5.59876 	; 
	3727 	9341 	: 	0 	inf 	; 
	3727 	10010 	: 	0 	inf 	; 
	3728 	578 	: 	0 	inf 	; 
	3728 	3729 	: 	4539.25 	8.31423 	; 
	3728 	9989 	: 	0 	inf 	; 
	3729 	3728 	: 	0 	inf 	; 
	3729 	7676 	: 	0 	inf 	; 
	3729 	8507 	: 	5222.17 	13.2832 	; 
	3730 	5759 	: 	650.164 	3.23082 	; 
	3730 	7631 	: 	0 	1.8335 	; 
	3730 	7856 	: 	1496.24 	2.90008 	; 
	3731 	7452 	: 	617.733 	21.2314 	; 
	3731 	7843 	: 	841.218 	2.7886 	; 
	3731 	7844 	: 	0 	inf 	; 
	3732 	3733 	: 	0 	inf 	; 
	3732 	6394 	: 	141.2 	18.6208 	; 
	3732 	9309 	: 	1239.36 	2.46456 	; 
	3733 	3732 	: 	0 	2.10842 	; 
	3733 	9309 	: 	595.053 	1.74849 	; 
	3733 	9317 	: 	0 	inf 	; 
	3734 	4413 	: 	63.6 	6.51582 	; 
	3734 	6203 	: 	0 	5.79515 	; 
	3734 	8603 	: 	6 	6.59112 	; 
	3734 	8746 	: 	0 	23.7452 	; 
	3735 	4068 	: 	6 	21.6444 	; 
	3735 	4413 	: 	6 	7.00038 	; 
	3735 	5052 	: 	6 	5.63349 	; 
	3735 	6023 	: 	6 	7.10422 	; 
	3736 	1706 	: 	1514.8 	12.0811 	; 
	3736 	4004 	: 	336.901 	13.9276 	; 
	3736 	7317 	: 	25.6 	32.0073 	; 
	3736 	7318 	: 	78.9792 	7.92204 	; 
	3737 	3738 	: 	1491.87 	33.155 	; 
	3737 	7823 	: 	299.858 	0.886549 	; 
	3738 	3314 	: 	1491.87 	7.96913 	; 
	3738 	3737 	: 	299.858 	4.97005 	; 
	3739 	4814 	: 	3039.5 	1.12898 	; 
	3739 	5275 	: 	1119.19 	1.13361 	; 
	3740 	3741 	: 	0 	0.84446 	; 
	3740 	5975 	: 	0 	8.81083 	; 
	3740 	9007 	: 	0 	inf 	; 
	3741 	1831 	: 	0 	21.3697 	; 
	3741 	3740 	: 	0 	0.84446 	; 
	3741 	5789 	: 	0 	inf 	; 
	3741 	9007 	: 	0 	2.43233 	; 
	3742 	6115 	: 	6 	20 	; 
	3742 	6596 	: 	0 	29.8588 	; 
	3743 	6533 	: 	0 	6.37386 	; 
	3744 	8939 	: 	0 	7.24124 	; 
	3745 	3747 	: 	0 	0.825194 	; 
	3746 	3747 	: 	0 	5.06416 	; 
	3747 	3745 	: 	0 	0.825194 	; 
	3747 	3746 	: 	0 	5.06416 	; 
	3747 	7538 	: 	0 	3.66541 	; 
	3748 	453 	: 	0 	inf 	; 
	3748 	454 	: 	208 	0.922074 	; 
	3748 	3752 	: 	265.4 	3.3324 	; 
	3749 	250 	: 	0 	inf 	; 
	3749 	3100 	: 	6455.06 	1.86081 	; 
	3750 	3100 	: 	1094.04 	6.47918 	; 
	3750 	3482 	: 	0 	inf 	; 
	3750 	7752 	: 	0 	inf 	; 
	3751 	3306 	: 	0 	inf 	; 
	3751 	3307 	: 	0 	inf 	; 
	3751 	10381 	: 	8165.07 	2.52051 	; 
	3752 	3409 	: 	265.4 	7.4774 	; 
	3752 	3748 	: 	196 	3.3324 	; 
	3753 	3089 	: 	0 	inf 	; 
	3753 	7790 	: 	230.194 	6.0185 	; 
	3754 	3089 	: 	230.194 	3.64705 	; 
	3754 	3100 	: 	0 	inf 	; 
	3754 	5331 	: 	7318.91 	2.64204 	; 
	3755 	3008 	: 	0 	13.4998 	; 
	3755 	3756 	: 	0 	9.9193 	; 
	3755 	4286 	: 	0 	18.4667 	; 
	3756 	3755 	: 	0 	9.9193 	; 
	3756 	3757 	: 	0 	18.4266 	; 
	3756 	9179 	: 	0 	22.1203 	; 
	3756 	9180 	: 	0 	14.8121 	; 
	3757 	3756 	: 	0 	18.4266 	; 
	3757 	4286 	: 	0 	5.52184 	; 
	3757 	9470 	: 	0 	13.67 	; 
	3758 	7513 	: 	25.6 	4.85107 	; 
	3758 	10068 	: 	61 	9.28464 	; 
	3758 	10070 	: 	0 	inf 	; 
	3759 	3760 	: 	0 	inf 	; 
	3759 	3762 	: 	246.2 	6.41505 	; 
	3759 	10069 	: 	25.6 	1.07953 	; 
	3760 	3759 	: 	271.8 	1.87971 	; 
	3760 	3765 	: 	753.587 	19.3126 	; 
	3760 	10068 	: 	0 	inf 	; 
	3761 	3762 	: 	0 	inf 	; 
	3761 	3763 	: 	0 	inf 	; 
	3761 	10069 	: 	692.587 	10.7842 	; 
	3762 	3759 	: 	0 	inf 	; 
	3762 	3761 	: 	0 	2.50424 	; 
	3762 	3764 	: 	246.2 	12.2356 	; 
	3763 	3761 	: 	692.587 	13.1029 	; 
	3763 	3764 	: 	133.4 	0.495519 	; 
	3763 	7643 	: 	199.2 	93.2482 	; 
	3764 	3762 	: 	0 	inf 	; 
	3764 	3763 	: 	445.2 	0.49552 	; 
	3764 	6441 	: 	236.4 	21.431 	; 
	3765 	3760 	: 	271.8 	14.1521 	; 
	3766 	6521 	: 	158.533 	11.1312 	; 
	3766 	6571 	: 	101.2 	6.67558 	; 
	3766 	6892 	: 	161.1 	27.6937 	; 
	3767 	350 	: 	6526.97 	4.93094 	; 
	3767 	351 	: 	0 	inf 	; 
	3768 	10127 	: 	0 	90.9771 	; 
	3769 	4117 	: 	0 	inf 	; 
	3769 	4118 	: 	1721.87 	1.25627 	; 
	3770 	3771 	: 	123.733 	41.3155 	; 
	3770 	9706 	: 	456.333 	2.25127 	; 
	3771 	3770 	: 	456.333 	43.3774 	; 
	3772 	3216 	: 	220.6 	19.2311 	; 
	3772 	4337 	: 	0 	37.174 	; 
	3772 	4680 	: 	157.6 	17.0807 	; 
	3772 	5842 	: 	234.8 	32.5422 	; 
	3773 	5512 	: 	248.267 	9.28947 	; 
	3773 	5514 	: 	0 	inf 	; 
	3774 	3371 	: 	0 	5.38037 	; 
	3775 	1553 	: 	0 	1.21891 	; 
	3775 	7722 	: 	49.2 	0.803802 	; 
	3775 	7723 	: 	0 	inf 	; 
	3776 	4117 	: 	262.6 	2.75268 	; 
	3776 	7722 	: 	0 	inf 	; 
	3777 	4117 	: 	1459.27 	1.85498 	; 
	3777 	5475 	: 	0 	inf 	; 
	3778 	3203 	: 	0 	63.5618 	; 
	3779 	4069 	: 	227.3 	7.80099 	; 
	3779 	4556 	: 	0 	15.0015 	; 
	3779 	8715 	: 	0 	16.1494 	; 
	3779 	8755 	: 	0 	inf 	; 
	3780 	1429 	: 	813.2 	30.2733 	; 
	3780 	1430 	: 	477.2 	29.9336 	; 
	3781 	2800 	: 	39 	30.9396 	; 
	3781 	3782 	: 	291.6 	20.0885 	; 
	3781 	4296 	: 	120 	16.097 	; 
	3781 	9232 	: 	0 	26.4356 	; 
	3782 	2701 	: 	302.4 	22.2225 	; 
	3782 	2800 	: 	126.6 	23.4638 	; 
	3782 	3781 	: 	120 	19.9266 	; 
	3782 	4297 	: 	6 	26.612 	; 
	3783 	5699 	: 	931.834 	9.90845 	; 
	3783 	5700 	: 	779.889 	4.61238 	; 
	3784 	5685 	: 	0 	5.41726 	; 
	3784 	5699 	: 	671.93 	7.46966 	; 
	3785 	8193 	: 	0 	inf 	; 
	3785 	8624 	: 	0 	inf 	; 
	3785 	8625 	: 	3187.43 	38.3921 	; 
	3786 	2489 	: 	154.483 	27.4692 	; 
	3786 	3787 	: 	277.4 	53.4191 	; 
	3786 	5281 	: 	116.667 	35.076 	; 
	3787 	3163 	: 	31.6 	22.9231 	; 
	3787 	3786 	: 	287.4 	53.4744 	; 
	3787 	3811 	: 	298.15 	26.2929 	; 
	3787 	5942 	: 	123.6 	3.88459 	; 
	3788 	6116 	: 	0 	72.1665 	; 
	3788 	6596 	: 	16 	17.3255 	; 
	3788 	6597 	: 	153.333 	9.12755 	; 
	3789 	3345 	: 	1329.25 	65.4391 	; 
	3789 	4272 	: 	867.359 	20.5507 	; 
	3789 	9491 	: 	1017.54 	6.02189 	; 
	3789 	9779 	: 	493.798 	24.0696 	; 
	3790 	3979 	: 	197.6 	12.0019 	; 
	3790 	7152 	: 	0 	18.9886 	; 
	3791 	4182 	: 	1547.67 	1.55093 	; 
	3791 	5511 	: 	0 	inf 	; 
	3792 	5514 	: 	1026.3 	1.14243 	; 
	3792 	10064 	: 	0 	inf 	; 
	3793 	3163 	: 	86.4976 	0.750775 	; 
	3793 	6312 	: 	121.533 	3.0342 	; 
	3794 	3077 	: 	354.4 	6.8583 	; 
	3794 	3795 	: 	0 	13.0415 	; 
	3794 	5947 	: 	1692.13 	5.48901 	; 
	3795 	3794 	: 	0 	13.0415 	; 
	3796 	2061 	: 	463.867 	5.48108 	; 
	3796 	4300 	: 	812.061 	15.2737 	; 
	3797 	7333 	: 	0 	15.2684 	; 
	3797 	9163 	: 	0 	119.733 	; 
	3798 	10201 	: 	0 	23.5878 	; 
	3799 	4489 	: 	528.2 	1.34605 	; 
	3799 	6650 	: 	84.6 	43.6582 	; 
	3800 	3820 	: 	915.867 	5.02591 	; 
	3800 	6831 	: 	335.6 	22.3682 	; 
	3800 	10054 	: 	0 	inf 	; 
	3801 	3803 	: 	0 	inf 	; 
	3801 	5516 	: 	1116.52 	5.91465 	; 
	3802 	3804 	: 	578.8 	97.4606 	; 
	3802 	5512 	: 	0 	inf 	; 
	3803 	3801 	: 	1116.52 	97.5467 	; 
	3803 	4186 	: 	0 	inf 	; 
	3804 	3802 	: 	0 	inf 	; 
	3804 	4191 	: 	578.8 	5.70792 	; 
	3805 	1567 	: 	0 	inf 	; 
	3805 	1570 	: 	3763.74 	3.74397 	; 
	3806 	3216 	: 	855.065 	16.9194 	; 
	3806 	4014 	: 	276.133 	2.21937 	; 
	3806 	4680 	: 	1589.02 	1.30423 	; 
	3807 	1613 	: 	0 	9.5565 	; 
	3807 	3367 	: 	239.867 	27.8742 	; 
	3807 	4780 	: 	186.2 	28.0721 	; 
	3807 	7879 	: 	580.055 	20.7747 	; 
	3808 	1568 	: 	0 	inf 	; 
	3808 	3185 	: 	4455.68 	8.72996 	; 
	3808 	7861 	: 	0 	inf 	; 
	3809 	4335 	: 	3832.7 	1.7576 	; 
	3809 	4671 	: 	3971.52 	3.50588 	; 
	3810 	2694 	: 	3736.7 	4.10422 	; 
	3810 	3085 	: 	1496.03 	18.7397 	; 
	3810 	3626 	: 	352.6 	0.182912 	; 
	3811 	1901 	: 	0 	32.7853 	; 
	3811 	3787 	: 	41.6 	26.2928 	; 
	3811 	8105 	: 	350.15 	30.9978 	; 
	3812 	3815 	: 	350.469 	16.0573 	; 
	3812 	5349 	: 	2150.15 	5.61767 	; 
	3813 	3163 	: 	211.533 	23.0388 	; 
	3813 	3202 	: 	3230.67 	34.5183 	; 
	3813 	3599 	: 	4642.46 	0.665756 	; 
	3813 	7422 	: 	86.2667 	44.1511 	; 
	3814 	296 	: 	0 	25.207 	; 
	3814 	2735 	: 	62.8 	11.2036 	; 
	3814 	4856 	: 	150.667 	45.1911 	; 
	3815 	3111 	: 	350.469 	16.0509 	; 
	3815 	3812 	: 	1780.49 	16.0593 	; 
	3816 	2072 	: 	0 	inf 	; 
	3816 	2078 	: 	411.184 	6.76567 	; 
	3816 	5222 	: 	521.333 	1.84245 	; 
	3817 	1505 	: 	0 	12.2999 	; 
	3817 	1506 	: 	0 	5.23542 	; 
	3818 	3908 	: 	2819.34 	15.642 	; 
	3818 	9233 	: 	0 	inf 	; 
